
Date,"Flight number",From,To,"Dep time","Arr time",Duration,Airline,Aircraft,Registration,"Seat number","Seat type","Flight class","Flight reason",Note,Dep_id,Arr_id,Airline_id,Aircraft_id
2023-06-04,FR663,"Birmingham / Birmingham (BHX/EGBB)","Dublin / Dublin (DUB/EIDW)",09:10:00,09:55:00,00:45:00,"Ryanair (FR/RYR)","Boeing 737 MAX 200 (B38M)",EI-HGV,19F,1,1,1,"Ireland Trip 2023",305,757,668,2186
2023-06-06,FR664,"Dublin / Dublin (DUB/EIDW)","Birmingham / Birmingham (BHX/EGBB)",11:31:00,12:14:00,00:43:00,"Ryanair (FR/RYR)","Boeing 737-800 (B738)",EI-DCM,7E,2,1,1,"Dublin Trip 2023",757,305,668,231
2023-06-27,BA287,"London / Heathrow (LHR/EGLL)","San Francisco / San Francisco International (SFO/KSFO)",16:12:00,17:51:00,09:39:00,"British Airways (BA/BAW)","Airbus A380-800 (A388)",G-XLED,74K,1,1,1,"Oxford Study Abroad 2023",1618,2644,113,39
2023-06-29,UA5301,"San Francisco / San Francisco International (SFO/KSFO)","Santa Ana / John Wayne-Orange Co (SNA/KSNA)",09:21:00,10:57:00,01:36:00,"SkyWest Airlines (OO/SKW)","Embraer 175 (E75L)",N139SY,9D,1,4,1,"NYC for July 4th Weekend (changed flight from previous day due to disruptions)",2644,2726,709,2146
2023-06-29,UA1577,"Santa Ana / John Wayne-Orange Co (SNA/KSNA)","Newark / Liberty International (EWR/KEWR)",17:02:00,00:55:00,04:53:00,"United Airlines (UA/UAL)","Boeing 737-700 (B737)",N13720,23F,1,4,1,"NYC July 4th Weekend (faced travel disruption)",2726,851,808,230
2023-07-05,AS373,"Newark / Liberty International (EWR/KEWR)","San Francisco / San Francisco International (SFO/KSFO)",09:32:00,12:00:00,05:28:00,"Alaska Airlines (AS/ASA)","Boeing 737 MAX 9 (B39M)",N976AK,9B,2,4,1,"4th of July Trip 2023",851,2644,79,2124
2023-08-04,AS30,"San Francisco / San Francisco International (SFO/KSFO)","New York / John F Kennedy (JFK/KJFK)",10:49:00,19:02:00,05:13:00,"Alaska Airlines (AS/ASA)","Boeing 737-900ER (B739)",N215AK,13F,1,1,1,"August 2023 NYC Family Visit",2644,1328,79,2069
2023-08-09,UA1312,"Newark / Liberty International (EWR/KEWR)","San Francisco / San Francisco International (SFO/KSFO)",07:55:00,10:49:00,05:54:00,"United Airlines (UA/UAL)","Boeing 777-200ER (B77E)",N787UA,45A,1,1,1,"August Family Visit 2023",851,2644,808,2024
2023-08-11,F92792,"San Francisco / San Francisco International (SFO/KSFO)","Phoenix / Sky Harbor (PHX/KPHX)",15:15:00,16:48:00,01:33:00,"Frontier Airlines (F9/FFT)","Airbus A320neo (A20N)",N344FR,13F,1,4,1,"Phoenix Weekend Trip 2023",2644,2315,302,2127
2023-08-13,F92756,"Phoenix / Sky Harbor (PHX/KPHX)","San Francisco / San Francisco International (SFO/KSFO)",13:46:00,15:20:00,01:34:00,"Frontier Airlines (F9/FFT)","Airbus A320neo (A20N)",N332FR,18F,1,1,1,"Phoenix August 2023 Visit",2315,2644,302,2127
2023-09-09,UA1428,"San Francisco / San Francisco International (SFO/KSFO)","Newark / Liberty International (EWR/KEWR)",16:29:00,00:52:00,05:23:00,"United Airlines (UA/UAL)","Boeing 777-200 (B772)",N774UA,18A,1,4,1,"September 2023 New York Trip",2644,851,808,246
2023-09-14,UA399,"Newark / Liberty International (EWR/KEWR)","Los Angeles / Los Angeles International (LAX/KLAX)",08:25:00,11:00:00,05:35:00,"United Airlines (UA/UAL)","Boeing 787-10 (B78X)",N13014,44L,1,1,1,"Japan Summer 2023 Trip",851,1559,808,2138
2023-09-14,SQ11,"Los Angeles / Los Angeles International (LAX/KLAX)","Tokyo / Narita (NRT/RJAA)",16:11:00,18:30:00,10:19:00,"Singapore Airlines (SQ/SIA)","Boeing 777-300ER (B77W)",9V-SWI,53K,1,1,1,"Japan Summer 2023 Trip",1559,2105,703,2023
2023-09-24,SQ12,"Tokyo / Narita (NRT/RJAA)","Los Angeles / Los Angeles International (LAX/KLAX)",19:15:00,12:05:00,08:50:00,"Singapore Airlines (SQ/SIA)","Boeing 777-300ER (B77W)",9V-SWY,51K,1,1,1,"2023 Summer Japan Trip",2105,1559,703,2023
2023-09-24,DL789,"Los Angeles / Los Angeles International (LAX/KLAX)","San Francisco / San Francisco International (SFO/KSFO)",16:26:00,17:18:00,00:52:00,"Delta Air Lines (DL/DAL)","Airbus A319 (A319)",N349NB,24F,1,1,1,"2023 Summer Japan Trip",1559,2644,223,26
2023-11-03,UA2070,"San Francisco / San Francisco International (SFO/KSFO)","Austin / Bergstrom International (AUS/KAUS)",18:18:00,23:48:00,03:30:00,"United Airlines (UA/UAL)","Boeing 737 MAX 9 (B39M)",N17564,26A,1,1,2,"Defense Tech Site Visit Austin TX Nov 2023",2644,3777,808,2124
2023-11-07,UA1401,"Austin / Bergstrom International (AUS/KAUS)","San Francisco / San Francisco International (SFO/KSFO)",19:24:00,21:19:00,03:55:00,"United Airlines (UA/UAL)","Boeing 737 MAX 8 (B38M)",N27266,31F,1,1,2,"Defense Tech Consulting Trip 2023",3777,2644,808,2123
2023-11-19,UA1886,"San Francisco / San Francisco International (SFO/KSFO)","Newark / Liberty International (EWR/KEWR)",07:01:00,15:37:00,05:36:00,"United Airlines (UA/UAL)","Boeing 757-200 (B752)",N19117,10F,1,4,1,"Thanksgiving 2023",2644,851,808,241
2023-11-28,AS33,"New York / John F Kennedy (JFK/KJFK)","San Francisco / San Francisco International (SFO/KSFO)",07:29:00,10:10:00,05:41:00,"Alaska Airlines (AS/ASA)","Boeing 737 MAX 9 (B39M)",N978AK,22A,1,1,1,"Thanksgiving Trip 2023",1328,2644,79,2124
2023-12-09,UA1413,"San Francisco / San Francisco International (SFO/KSFO)","Los Angeles / Los Angeles International (LAX/KLAX)",16:21:00,17:48:00,01:27:00,"United Airlines (UA/UAL)","Boeing 737-900ER (B739)",N66897,26C,3,1,1,"Japan Trip Winter 2023-2024",2644,1559,808,2069
2023-12-10,DL7,"Los Angeles / Los Angeles International (LAX/KLAX)","Tokyo / Haneda (HND/RJTT)",09:39:00,14:01:00,12:22:00,"Delta Air Lines (DL/DAL)","Airbus A330-900neo (A339)",N402DX,49A,1,1,1,"Japan Trip Winter 2023-2024",1559,1152,223,2130
2023-12-12,NH475,"Tokyo / Haneda (HND/RJTT)","Naha / Naha (OKA/ROAH)",15:13:00,17:35:00,02:22:00,"All Nippon Airways (NH/ANA)","Boeing 777-300 (B773)",JA754A,17K,1,1,1,"Winter Break Japan Trip 2023-2024",1152,2172,64,247
2023-12-15,NH1765,"Naha / Naha (OKA/ROAH)","Ishigaki I / Ishigaki (ISG/ROIG)",09:38:00,10:22:00,00:44:00,"All Nippon Airways (NH/ANA)","Boeing 737-800 (B738)",JA79AN,8K,1,1,1,"Winter Break Japan Trip 2023-2024",2172,1279,64,231
2023-12-18,NH90,"Ishigaki I / Ishigaki (ISG/ROIG)","Tokyo / Haneda (HND/RJTT)",12:32:00,14:48:00,02:16:00,"All Nippon Airways (NH/ANA)","Boeing 767-300ER (B763)",JA618A,11A,1,1,1,"2023-2024 Winter Break Japan Trip",1279,1152,64,2078
2024-01-06,AC4,"Tokyo / Narita (NRT/RJAA)","Vancouver / Vancouver (YVR/CYVR)",19:49:00,11:38:00,07:49:00,"Air Canada (AC/ACA)","Boeing 777-300ER (B77W)",C-FKAU,19A,1,1,1,"Japan 2023-2024 Winter Break Trip",2105,3466,13,2023
2024-01-06,AC556,"Vancouver / Vancouver (YVR/CYVR)","Los Angeles / Los Angeles International (LAX/KLAX)",14:56:00,17:07:00,02:11:00,"Air Canada (AC/ACA)","Boeing 737 MAX 8 (B38M)",C-GEIV,15F,1,4,1,"Japan 2023-2024 Winter Break Trip",3466,1559,13,2123
2024-01-06,WN2019,"Los Angeles / Los Angeles International (LAX/KLAX)","San Francisco / San Francisco International (SFO/KSFO)",19:59:00,20:58:00,00:59:00,"Southwest Airlines (WN/SWA)","Boeing 737-800 (B738)",N8549Z,3A,1,1,1,"Japan 2023-2024 Winter Break Trip",1559,2644,736,231
2024-03-01,AS1319,"San Francisco / San Francisco International (SFO/KSFO)","Seattle / Seattle-Tacoma (SEA/KSEA)",23:41:00,01:11:00,01:30:00,"Alaska Airlines (AS/ASA)","Boeing 737-800 (B738)",N596AS,18B,2,1,1,"Seattle Trip 2024",2644,2627,79,231
2024-03-04,AS1050,"Seattle / Seattle-Tacoma (SEA/KSEA)","San Francisco / San Francisco International (SFO/KSFO)",23:40:00,01:18:00,01:38:00,"Alaska Airlines (AS/ASA)","Boeing 737-900ER (B739)",N487AS,26A,1,1,1,"Seattle Trip March 2024",2627,2644,79,2069
2024-03-19,WN1898,"Los Angeles / Los Angeles International (LAX/KLAX)","San Jose / San Jose (SJC/KSJC)",20:36:00,21:23:00,00:47:00,"Southwest Airlines (WN/SWA)","Boeing 737 MAX 8 (B38M)",N8735L,3F,1,1,1,"CS111 Final Exam",1559,2680,736,2123
2024-03-20,UA549,"San Francisco / San Francisco International (SFO/KSFO)","Newark / Liberty International (EWR/KEWR)",00:21:00,08:30:00,05:09:00,"United Airlines (UA/UAL)","Boeing 777-200ER (B77E)",N78002,31A,1,4,1,"Spring Break 2024",2644,851,808,2024
2024-03-25,UA399,"Newark / Liberty International (EWR/KEWR)","Los Angeles / Los Angeles International (LAX/KLAX)",08:25:00,12:01:00,06:36:00,"United Airlines (UA/UAL)","Boeing 787-10 (B78X)",N14011,21E,2,4,2,"Discipulus Ventures Cohort 1",851,1559,808,2138
2024-04-17,F94594,"San Francisco / San Francisco International (SFO/KSFO)","Los Angeles / Los Angeles International (LAX/KLAX)",14:59:00,15:56:00,00:57:00,"Frontier Airlines (F9/FFT)","Airbus A320neo (A20N)",N390FR,6F,1,1,1,"RayBNB Excursion",2644,1559,302,2127
2024-04-23,F94593,"Los Angeles / Los Angeles International (LAX/KLAX)","San Francisco / San Francisco International (SFO/KSFO)",10:59:00,12:03:00,01:04:00,"Frontier Airlines (F9/FFT)","Airbus A320neo (A20N)",N352FR,4A,1,1,1,"RayBNB Trip 2024",1559,2644,302,2127
2024-05-13,UA1413,"San Francisco / San Francisco International (SFO/KSFO)","Los Angeles / Los Angeles International (LAX/KLAX)",16:31:00,17:55:00,01:24:00,"United Airlines (UA/UAL)","Boeing 737 MAX 8 (B38M)",N37313,25C,3,1,2,"Space Tech Expo 2024",2644,1559,808,2123
2024-05-15,UA2154,"Los Angeles / Los Angeles International (LAX/KLAX)","San Francisco / San Francisco International (SFO/KSFO)",20:53:00,22:37:00,01:44:00,"United Airlines (UA/UAL)","Boeing 737-900ER (B739)",N38451,32E,2,1,2,"Space Tech Expo 2024",1559,2644,808,2069
2024-06-09,UA362,"San Francisco / San Francisco International (SFO/KSFO)","Denver / Denver (DEN/KDEN)",06:27:00,09:57:00,02:30:00,"United Airlines (UA/UAL)","Boeing 777-200 (B772)",N215UA,19A,1,4,2,"RASC-AL Forum 2024",2644,691,808,246
2024-06-09,UA1642,"Denver / Denver (DEN/KDEN)","Orlando / Orlando (MCO/KMCO)",13:39:00,19:17:00,03:38:00,"United Airlines (UA/UAL)","Boeing 757-300 (B753)",N74856,12A,1,4,2,"RASC-AL 2024",691,1768,808,242
2024-06-13,UA2443,"Orlando / Orlando (MCO/KMCO)","San Francisco / San Francisco International (SFO/KSFO)",08:49:00,11:14:00,05:25:00,"United Airlines (UA/UAL)","Boeing 757-300 (B753)",N57868,23F,1,4,2,"RASC-AL Forum 2024",1768,2644,808,242
2024-07-03,UA1288,"San Francisco / San Francisco International (SFO/KSFO)","Newark / Liberty International (EWR/KEWR)",00:56:00,09:25:00,05:29:00,"United Airlines (UA/UAL)","Boeing 757-200 (B752)",N17128,8F,1,4,1,"Independence Day Trip 2024",2644,851,808,241
2024-07-09,UA3535,"New York / La Guardia (LGA/KLGA)","Washington / Dulles (IAD/KIAD)",19:26:00,21:10:00,01:44:00,"Republic Airlines (YX/RPA)","Embraer ERJ-170 (E170)",N861RW,21A,1,1,1,"July 4th Trip 2024",1605,1202,1152,654
2024-07-09,UA2172,"Washington / Dulles (IAD/KIAD)","San Francisco / San Francisco International (SFO/KSFO)",22:07:00,00:43:00,05:36:00,"United Airlines (UA/UAL)","Boeing 737 MAX 9 (B39M)",N17574,21A,1,4,1,"July 4th Trip 2024",1202,2644,808,2124
2024-07-15,NK2528,"Los Angeles / Los Angeles International (LAX/KLAX)","San Jose / San Jose (SJC/KSJC)",19:57:00,20:44:00,00:47:00,"Spirit Airlines (NK/NKS)","Airbus A320neo (A20N)",N982NK,30A,1,1,1,"RayBNB Road Trip July 2024",1559,2680,565,2127
2024-07-25,AS1327,"San Francisco / San Francisco International (SFO/KSFO)","Seattle / Seattle-Tacoma (SEA/KSEA)",19:46:00,21:29:00,01:43:00,"Alaska Airlines (AS/ASA)","Boeing 737-900 (B739)",N317AS,31F,1,1,2,"EAA AirVenture Oshkosh 2024",2644,2627,79,232
2024-07-25,AS328,"Seattle / Seattle-Tacoma (SEA/KSEA)","Chicago / O'Hare (ORD/KORD)",22:59:00,04:24:00,03:25:00,"Alaska Airlines (AS/ASA)","Boeing 737-900ER (B739)",N268AK,2F,1,3,2,"EAA AirVenture Oshkosh 2024",2627,2205,79,2069
2024-07-28,UA1111,"Chicago / O'Hare (ORD/KORD)","San Francisco / San Francisco International (SFO/KSFO)",21:22:00,00:08:00,04:46:00,"United Airlines (UA/UAL)","Boeing 757-300 (B753)",N57862,15A,1,1,2,"EAA AirVenture Oshkosh 2024",2205,2644,808,242
2024-08-08,AS38,"San Francisco / San Francisco International (SFO/KSFO)","New York / John F Kennedy (JFK/KJFK)",23:26:00,07:25:00,04:59:00,"Alaska Airlines (AS/ASA)","Boeing 737 MAX 9 (B39M)",N926AK,12A,1,1,1,"New York Trip August 2024",2644,1328,79,2124
2024-08-12,B6815,"New York / John F Kennedy (JFK/KJFK)","San Francisco / San Francisco International (SFO/KSFO)",20:41:00,23:38:00,05:57:00,"JetBlue Airways (B6/JBU)","Airbus A321-200 (A321)",N980JT,16F,1,1,1,"August 2024 NYC Trip",1328,2644,410,2076
2024-08-16,UA1175,"San Francisco / San Francisco International (SFO/KSFO)","Honolulu / Honolulu (HNL/PHNL)",09:27:00,11:47:00,05:20:00,"United Airlines (UA/UAL)","Boeing 777-300ER (B77W)",N2534U,20G,3,4,1,"Oahu Trip 2024",2644,1153,808,2023
2024-08-19,HA44,"Honolulu / Honolulu (HNL/PHNL)","San Jose / San Jose (SJC/KSJC)",12:42:00,20:06:00,04:24:00,"Hawaiian Airlines (HA/HAL)","Airbus A321neo (A21N)",N217HA,40A,1,1,1,"Oahu Trip 2024",1153,2680,346,2128
2024-09-07,NK436,"San Jose / San Jose (SJC/KSJC)","Las Vegas / McCarran (LAS/KLAS)",06:06:00,07:04:00,00:58:00,"Spirit Airlines (NK/NKS)","Airbus A320neo (A20N)",N969NK,14A,1,1,1,"Zion NP Hiking Trip 2024",2680,1557,565,2127
2024-09-09,NK1524,"Las Vegas / McCarran (LAS/KLAS)","San Jose / San Jose (SJC/KSJC)",07:40:00,08:39:00,00:59:00,"Spirit Airlines (NK/NKS)","Airbus A320neo (A20N)",N954NK,14F,1,1,1,"Zion NP Hiking Trip 2024",1557,2680,565,2127
2024-09-14,UA837,"San Francisco / San Francisco International (SFO/KSFO)","Tokyo / Narita (NRT/RJAA)",11:47:00,14:00:00,10:13:00,"United Airlines (UA/UAL)","Boeing 777-300ER (B77W)",N2747U,20A,1,4,1,"Japan Trip September 2024",2644,2105,808,2023
2024-09-22,UA838,"Tokyo / Narita (NRT/RJAA)","San Francisco / San Francisco International (SFO/KSFO)",17:03:00,10:41:00,09:38:00,"United Airlines (UA/UAL)","Boeing 777-300ER (B77W)",N2846U,20L,1,4,1,"Japan Trip Sept 2024",2105,2644,808,2023
2024-09-25,NK469,"San Jose / San Jose (SJC/KSJC)","Los Angeles / Los Angeles International (LAX/KLAX)",13:05:00,14:04:00,00:59:00,"Spirit Airlines (NK/NKS)","Airbus A320neo (A20N)",N994NK,11B,2,1,1,"Repositioning for Hawaii Trip #2",2680,1559,565,2127
2024-09-28,UA1158,"Los Angeles / Los Angeles International (LAX/KLAX)","Honolulu / Honolulu (HNL/PHNL)",08:31:00,11:09:00,05:38:00,"United Airlines (UA/UAL)","Boeing 777-200ER (B77E)",N219UA,18L,1,4,1,"2nd Hawaii Trip 2024",1559,1153,808,2024
2024-09-30,UA1947,"Honolulu / Honolulu (HNL/PHNL)","San Francisco / San Francisco International (SFO/KSFO)",22:27:00,06:35:00,05:08:00,"United Airlines (UA/UAL)","Boeing 777-300ER (B77W)",N2243U,34A,1,4,1,"2nd Hawaii Trip 2024",1153,2644,808,2023
2024-10-02,AS30,"San Francisco / San Francisco International (SFO/KSFO)","New York / John F Kennedy (JFK/KJFK)",09:28:00,17:23:00,04:55:00,"Alaska Airlines (AS/ASA)","Boeing 737 MAX 9 (B39M)",N982AK,17A,1,1,1,"New York Trip Oct 2024",2644,1328,79,2124
2024-10-08,AS25,"New York / John F Kennedy (JFK/KJFK)","San Diego / San Diego International (SAN/KSAN)",17:05:00,19:42:00,05:37:00,"Alaska Airlines (AS/ASA)","Boeing 737-800 (B738)",N508AS,17A,1,1,1,"New York Trip October 2024",1328,2589,79,231
2024-10-08,AS3459,"San Diego / San Diego International (SAN/KSAN)","San Jose / San Jose (SJC/KSJC)",22:03:00,23:06:00,01:03:00,"SkyWest Airlines (OO/SKW)","Embraer 175 (E75L)",N185SY,3C,3,3,1,"New York Trip October 2024",2589,2680,709,2146
2024-11-14,UA717,"San Francisco / San Francisco International (SFO/KSFO)","Washington / Dulles (IAD/KIAD)",08:37:00,16:35:00,04:58:00,"United Airlines (UA/UAL)","Boeing 777-300ER (B77W)",N2645U,46A,1,1,2,"AGI House National Security Hackathon 2024",2644,1202,808,2023
2024-11-18,UA204,"Newark / Liberty International (EWR/KEWR)","San Francisco / San Francisco International (SFO/KSFO)",17:53:00,21:14:00,06:21:00,"United Airlines (UA/UAL)","Boeing 787-9 (B789)",N25982,44A,1,1,2,"SCSP Hackathon 2024",851,2644,808,2088
2024-11-25,AS30,"San Francisco / San Francisco International (SFO/KSFO)","New York / John F Kennedy (JFK/KJFK)",09:50:00,17:33:00,04:43:00,"Alaska Airlines (AS/ASA)","Boeing 737 MAX 9 (B39M)",N915AK,4F,1,3,1,"Thanksgiving Trip 2024",2644,1328,79,2124
2024-12-03,AS41,"New York / John F Kennedy (JFK/KJFK)","San Francisco / San Francisco International (SFO/KSFO)",17:11:00,20:02:00,05:51:00,"Alaska Airlines (AS/ASA)","Boeing 737-900ER (B739)",N237AK,17D,3,1,1,"Thanksgiving 2024",1328,2644,79,2069
2024-12-13,AS3403,"San Francisco / San Francisco International (SFO/KSFO)","Los Angeles / Los Angeles International (LAX/KLAX)",11:38:00,12:29:00,00:51:00,"SkyWest Airlines (OO/SKW)","Embraer 175 (E75L)",N408SY,6B,3,4,1,"Miami + Caribbean Trip 2024",2644,1559,709,2146
2024-12-13,AS362,"Los Angeles / Los Angeles International (LAX/KLAX)","Fort Lauderdale / Hollywood (FLL/KFLL)",14:30:00,21:50:00,04:20:00,"Alaska Airlines (AS/ASA)","Boeing 737-900ER (B739)",N264AK,17F,1,1,1,"Miami + Caribbean Trip 2024",1559,892,79,2069
2024-12-24,AS305,"Miami / Miami International (MIA/KMIA)","Seattle / Seattle-Tacoma (SEA/KSEA)",17:51:00,20:54:00,06:03:00,"Alaska Airlines (AS/ASA)","Boeing 737-900ER (B739)",N435AS,4F,1,3,1,"Winter Break Trip 2024",1831,2627,79,2069
2024-12-26,JX31,"Seattle / Seattle-Tacoma (SEA/KSEA)","Taipei / Taoyuan (TPE/RCTP)",00:21:00,05:24:00,14:03:00,"Starlux Airlines (JX/SJX)","Airbus A350-900 (A359)",B-58502,37K,1,1,1,"Taiwan Trip 2024",2627,2996,2781,2110
2025-01-05,JX32,"Taipei / Taoyuan (TPE/RCTP)","Seattle / Seattle-Tacoma (SEA/KSEA)",20:51:00,14:40:00,08:49:00,"Starlux Airlines (JX/SJX)","Airbus A350-900 (A359)",B-58503,52K,1,1,1,"Taiwan Trip Year End 2024",2996,2627,2781,2110
2025-01-05,UA737,"Seattle / Seattle-Tacoma (SEA/KSEA)","San Francisco / San Francisco International (SFO/KSFO)",18:30:00,20:08:00,01:38:00,"United Airlines (UA/UAL)","Airbus A320-200 (A320)",N462UA,31A,1,1,1,"Taiwan 2024 Year-End Trip",2627,2644,808,2059
2025-01-27,UA2018,"San Francisco / San Francisco International (SFO/KSFO)","Orlando / Orlando (MCO/KMCO)",09:12:00,16:37:00,04:25:00,"United Airlines (UA/UAL)","Boeing 737 MAX 9 (B39M)",N37563,14F,1,1,2,"SpaceCOM 2025",2644,1768,808,2124
2025-01-30,UA2340,"Orlando / Orlando (MCO/KMCO)","San Francisco / San Francisco International (SFO/KSFO)",18:30:00,21:27:00,05:57:00,"United Airlines (UA/UAL)","Boeing 737 MAX 9 (B39M)",N47505,14F,1,4,2,"SpaceCOM 2025",1768,2644,808,2124
2025-02-19,UA2013,"San Francisco / San Francisco International (SFO/KSFO)","Newark / Liberty International (EWR/KEWR)",22:36:00,06:29:00,04:53:00,"United Airlines (UA/UAL)","Boeing 777-200ER (B77E)",N78009,35A,1,1,1,"Family Weekend 2025",2644,851,808,2024
2025-02-25,UA625,"Newark / Liberty International (EWR/KEWR)","San Francisco / San Francisco International (SFO/KSFO)",06:59:00,10:10:00,06:11:00,"United Airlines (UA/UAL)","Boeing 787-9 (B789)",N29975,44A,1,1,1,"Family Weekend 2025",851,2644,808,2088
2025-03-06,UA8119,"San Francisco / San Francisco International (SFO/KSFO)","Seattle / Seattle-Tacoma (SEA/KSEA)",18:49:00,21:12:00,02:23:00,"United Airlines (UA/UAL)","Airbus A320-200 (A320)",N418UA,10A,1,4,2,"JBLM Tour 2025",2644,2627,808,2059
2025-03-10,UA2482,"Seattle / Seattle-Tacoma (SEA/KSEA)","San Francisco / San Francisco International (SFO/KSFO)",17:32:00,19:36:00,02:04:00,"United Airlines (UA/UAL)","Boeing 737 MAX 9 (B39M)",N37528,9A,1,4,2,"JBLM Consultation 2025",2627,2644,808,2124
2025-03-15,DL2267,"San Francisco / San Francisco International (SFO/KSFO)","Los Angeles / Los Angeles International (LAX/KLAX)",16:28:00,17:18:00,00:50:00,"Delta Air Lines (DL/DAL)","Boeing 737-800 (B738)",N3738B,23F,1,1,1,"Korea Trip March 2025",2644,1559,223,231
2025-03-16,KE18,"Los Angeles / Los Angeles International (LAX/KLAX)","Seoul / Incheon (ICN/RKSI)",12:12:00,16:48:00,12:36:00,"Korean Air Lines (KE/KAL)","Airbus A380-800 (A388)",HL7621,29A,1,1,1,"Korea Trip March 2025",1559,3602,425,39
2025-03-25,UA892,"Seoul / Incheon (ICN/RKSI)","San Francisco / San Francisco International (SFO/KSFO)",16:53:00,12:01:00,11:08:00,"United Airlines (UA/UAL)","Boeing 777-200ER (B77E)",N797UA,38A,1,1,1,"Korea Trip 2025",3602,2644,808,2024
2025-03-25,UA549,"San Francisco / San Francisco International (SFO/KSFO)","Newark / Liberty International (EWR/KEWR)",14:43:00,23:11:00,05:28:00,"United Airlines (UA/UAL)","Boeing 757-200 (B752)",N41135,22A,1,1,1,"Korea Trip 2025",2644,851,808,241
2025-04-02,AS33,"New York / John F Kennedy (JFK/KJFK)","San Francisco / San Francisco International (SFO/KSFO)",09:44:00,13:10:00,06:26:00,"Alaska Airlines (AS/ASA)","Boeing 737 MAX 9 (B39M)",N990AK,4A,1,3,1,"Spring Break 2025",1328,2644,79,2124
2025-04-03,WN952,"San Francisco / San Francisco International (SFO/KSFO)","Los Angeles / Los Angeles International (LAX/KLAX)",21:09:00,22:02:00,00:53:00,"Southwest Airlines (WN/SWA)","Boeing 737 MAX 8 (B38M)",N8831L,6F,1,1,2,"Flyby Robotics Drone Hacker Prize",2644,1559,736,2123
2025-04-07,WN1936,"Los Angeles / Los Angeles International (LAX/KLAX)","San Jose / San Jose (SJC/KSJC)",20:01:00,20:49:00,00:48:00,"Southwest Airlines (WN/SWA)","Boeing 737 MAX 8 (B38M)",N871HK,2A,1,1,2,"Flyby Robotics Drone Hacker Prize",1559,2680,736,2123
2025-04-12,JX11,"San Francisco / San Francisco International (SFO/KSFO)","Taipei / Taoyuan (TPE/RCTP)",01:01:00,05:55:00,13:54:00,"Starlux Airlines (JX/SJX)","Airbus A350-900 (A359)",B-58501,6A,1,2,1,"Taiwan/HK Trip 2025",2644,2996,2781,2110
2025-04-14,JX235,"Taipei / Taoyuan (TPE/RCTP)","Hong Kong / Hong Kong International (HKG/VHHH)",17:21:00,18:59:00,01:38:00,"Starlux Airlines (JX/SJX)","Airbus A330-900neo (A339)",B-58301,34K,1,1,1,"Taiwan/Hong Kong Trip April 2025",2996,1135,2781,2130
2025-04-20,JX236,"Hong Kong / Hong Kong International (HKG/VHHH)","Taipei / Taoyuan (TPE/RCTP)",21:19:00,22:32:00,01:13:00,"Starlux Airlines (JX/SJX)","Airbus A350-900 (A359)",B-58510,40A,1,1,1,"Hong Kong/Taiwan Trip 2025",1135,2996,2781,2110
2025-04-21,JX12,"Taipei / Taoyuan (TPE/RCTP)","San Francisco / San Francisco International (SFO/KSFO)",00:28:00,20:26:00,10:58:00,"Starlux Airlines (JX/SJX)","Airbus A350-900 (A359)",B-58503,53K,1,1,1,"Hong Kong/Taiwan Trip 2025",2996,2644,2781,2110
2025-05-08,UA2241,"San Francisco / San Francisco International (SFO/KSFO)","Chicago / O'Hare (ORD/KORD)",23:41:00,05:48:00,04:07:00,"United Airlines (UA/UAL)","Airbus A321neo (A21N)",N14517,10A,1,4,2,"Fort Campbell MQ-1C",2644,2205,808,2128
2025-05-09,UA2046,"Chicago / O'Hare (ORD/KORD)","Nashville / Nashville (BNA/KBNA)",07:13:00,09:10:00,01:57:00,"United Airlines (UA/UAL)","Airbus A319-100 (A319)",N894UA,8A,1,4,2,"Fort Campbell MQ-1C",2205,358,808,2073
2025-05-12,UA396,"Nashville / Nashville (BNA/KBNA)","Chicago / O'Hare (ORD/KORD)",16:41:00,18:34:00,01:53:00,"United Airlines (UA/UAL)","Boeing 737-800 (B738)",N26232,7F,1,4,2,"Fort Campbell MQ-1C Hack",358,2205,808,231
2025-05-12,UA2106,"Chicago / O'Hare (ORD/KORD)","San Francisco / San Francisco International (SFO/KSFO)",23:01:00,01:11:00,04:10:00,"United Airlines (UA/UAL)","Boeing 757-300 (B753)",N57855,11A,1,4,2,"Fort Campbell MQ-1C Hack",2205,2644,808,242
2025-05-14,UA793,"San Francisco / San Francisco International (SFO/KSFO)","Chicago / O'Hare (ORD/KORD)",08:29:00,14:43:00,04:14:00,"United Airlines (UA/UAL)","Boeing 777-200ER (B77E)",N220UA,41L,1,4,1,"May 2025 Family Visit",2644,2205,808,2024
2025-05-14,UA1946,"Chicago / O'Hare (ORD/KORD)","New York / La Guardia (LGA/KLGA)",18:26:00,22:07:00,02:41:00,"United Airlines (UA/UAL)","Boeing 737-800 (B738)",N37267,8F,1,4,1,"May 2025 Family Visit",2205,1605,808,231
2025-05-19,DL667,"New York / John F Kennedy (JFK/KJFK)","San Francisco / San Francisco International (SFO/KSFO)",20:28:00,23:24:00,05:56:00,"Delta Air Lines (DL/DAL)","Boeing 767-300ER (B763)",N177DN,22G,1,1,1,"May 2025 Family Visit",1328,2644,223,2078
